product_url,title,price,rating,Stars
['https://www.flipkart.com/skybags-chester-plus-laptop-backpack-blue-33-l/p/itmc4a05ffcdeea0?pid=BKPGJS8GM6SJYEHT&lid=LSTBKPGJS8GM6SJYEHTT9CAZX&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_409&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGJS8GM6SJYEHT.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Large 33 L Laptop Backpack CHESTER PLUS LAPTOP BACKPACK BLUE  (Blue),,187 ratings and 16 reviews,4.3 stars
['https://www.flipkart.com/s-desire-unisex-college-school-bags-office-casual-35-l-backpack/p/itma93d75fc3f493?pid=BKPGS5D4Y2YZG2JR&lid=LSTBKPGS5D4Y2YZG2JRHE7O2H&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_410&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGS5D4Y2YZG2JR.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],"Large 35 L Laptop Backpack Unisex College & School Bags and office, casual  (Black)",,15 ratings and 1 reviews,4.1 stars
['https://www.flipkart.com/american-tourister-mist-sch-bag-32-5-l-backpack/p/itmf47g6rz3egcwf?pid=BKPF47G6EXJNYGVN&lid=LSTBKPF47G6EXJNYGVNRVJPYA&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_411&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ_3-LwPT_gT2uAH9p7_kNLz2yYSRKd8NTXN7Vzs1kOqSg%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],32.5 L Backpack Mist Sch Bag  (Black),,"36,244 ratings and 4,003 reviews",4.2 stars
['https://www.flipkart.com/wildcraft-stack-30-l-backpack/p/itmef2d609543104?pid=BKPGSFCDYKPVVK2U&lid=LSTBKPGSFCDYKPVVK2UUJEPD9&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_412&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ_JEE4te5UnK4vRiTC-jc2XgZLeGVUZUsriIc---9WlSQ%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Medium 30 L Laptop Backpack Stack  (Red),,10 ratings and 0 reviews,4.4 stars
['https://www.flipkart.com/straplt-school-college-office-smart-backpack-travel-business-office-bag-20-l/p/itma6cc61adce042?pid=BKPGQJP6JZXWQ22S&lid=LSTBKPGQJP6JZXWQ22SH5JQMP&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_413&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGQJP6JZXWQ22S.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Small 20 L Laptop Backpack SCHOOL/COLLEGE/OFFICE SMART BACKPACK TRAVEL BUSINESS OFFICE BAG  (Grey),,37 ratings and 0 reviews,3.6 stars
['https://www.flipkart.com/365day-multilevel-organizer-22-l-backpack/p/itm23592107e13aa?pid=BKPGMMH6G5VNMMFD&lid=LSTBKPGMMH6G5VNMMFDIEISRI&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_414&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGMMH6G5VNMMFD.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Medium 22 L Backpack Multilevel Organizer  (Blue),,640 ratings and 46 reviews,3.8 stars
['https://www.flipkart.com/skybags-stream-30-l-backpack/p/itmfewxsnpkvjszf?pid=BKPFEWEVXYSDYAB6&lid=LSTBKPFEWEVXYSDYAB64Q5FSV&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_415&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPFEWEVXYSDYAB6.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],"Medium 30 L Backpack Stream  (Blue, Black)",,"4,056 ratings and 563 reviews",4.3 stars
['https://www.flipkart.com/luzian-stylish-travel-15-6-laptop-office-college-backpack-unisex-rain-cover-28-l/p/itmde772317b78a3?pid=BKPGKW8T23NZRPYP&lid=LSTBKPGKW8T23NZRPYPKZCXCR&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_416&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGKW8T23NZRPYP.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Medium 28 L Laptop Backpack Stylish Travel 15.6 IN Laptop Office College Backpack For Unisex With Rain Cover  (Grey),,10 ratings and 1 reviews,3.7 stars
['https://www.flipkart.com/fast-fashion-22l-backpack-casual-bag-skytourister-waterresistant-tuition-picnic-daypack-22-l/p/itm99972ff1f52d3?pid=BKPGNCC84PXHPED9&lid=LSTBKPGNCC84PXHPED94J4K47&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_417&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ_UAht9VHZ30tf6vNgFBEwNQBB4lGrArVCYm4Mo395CpQ%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],"Medium 22 L Backpack 22L Backpack Casual Bag SkyTourister WaterResistant Tuition Picnic Daypack  (Blue, Multicolor)",,"2,172 ratings and 118 reviews",3.7 stars
['https://www.flipkart.com/american-tourister-wave-24l-fo2-0-00-001-24-l-backpack/p/itm72a8a91e23f30?pid=BKPGND2YYDP4GSNC&lid=LSTBKPGND2YYDP4GSNC2HSEVQ&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_418&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ-HiF5v4NjprJ0HAdhhtJVDVKi-uAx6fO8sB52jOnMc8w%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Medium 24 L Backpack Wave 24L (FO2 (0) 00 001)  (Red),,360 ratings and 27 reviews,3.7 stars
['https://www.flipkart.com/ns-new-style-007-35-l-backpack/p/itm70292775008b1?pid=BKPGH5Y5J4VDEK42&lid=LSTBKPGH5Y5J4VDEK423YTG3D&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_419&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGH5Y5J4VDEK42.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Large 35 L Laptop Backpack NS 007  (Black),,31 ratings and 9 reviews,4.4 stars
['https://www.flipkart.com/provogue-unisex-bag-rain-cover-office-school-college-businessb-35-2l-35-2-l-backpack/p/itmbf68e9ee809ee?pid=BKPGMSFPXKRW4HXY&lid=LSTBKPGMSFPXKRW4HXYSW6NOG&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_420&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGMSFPXKRW4HXY.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],35.2 L Laptop Backpack Unisex Bag with rain cover Office/School/College/BusinessB-35.2L  (Multicolor),,111 ratings and 4 reviews,4.1 stars
['https://www.flipkart.com/skybags-brat-21-65-l-backpack/p/itma15144b840430?pid=BKPGF764YMNH4TGG&lid=LSTBKPGF764YMNH4TGGTIAS8L&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_421&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ-NLCPejUjYjFrQTCuaCa_CiwJhRdfqGG5eh7ASDC8NPw%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],21.65 L Backpack BRAT  (Blue),,"36,732 ratings and 2,591 reviews",4.2 stars
['https://www.flipkart.com/wildcraft-zeal-17-2159-l-backpack/p/itmf7av56sy5827s?pid=BKPF7AV5FD59V69G&lid=LSTBKPF7AV5FD59V69GA1RSGT&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_422&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ_Bcksj9HEr5BTNGViQXAAsJrsjXt9zEfIlim-D3FHfvw%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],17.2159 L Backpack Zeal  (Grey),,"44,065 ratings and 5,975 reviews",4.4 stars
['https://www.flipkart.com/skybags-rager-10l-daypack-red-10-l-backpack/p/itm0f125bd31103a?pid=BKPGBCURZXKSXHEY&lid=LSTBKPGBCURZXKSXHEYPG68FB&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_423&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGBCURZXKSXHEY.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Small 10 L Backpack RAGER 10L DAYPACK RED  (Red),,107 ratings and 6 reviews,4 stars
['https://www.flipkart.com/skybags-figo-04-32-l-backpack/p/itmfdrf6ap9kpgzs?pid=BKPFDQYEYVF7X7HN&lid=LSTBKPFDQYEYVF7X7HNEVYOHQ&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_424&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPFDQYEYVF7X7HN.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],"Large 32 L Backpack Figo 04  (Blue, Orange)",,868 ratings and 89 reviews,4.2 stars
['https://www.flipkart.com/puma-phase-aop-backpack-22-l/p/itm064fdf5909c8f?pid=BKPGQEFQNRKCZ3JU&lid=LSTBKPGQEFQNRKCZ3JULIU1TX&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_425&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGQEFQNRKCZ3JU.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Medium 22 L Backpack Phase AOP Backpack  (Purple),,,
['https://www.flipkart.com/wrogn-spacy-freeride-unisex-bag-rain-cover-office-school-college-businessc-35l-35-l-backpack/p/itmd53616362b177?pid=BKPGG9ZGFY3NU7FV&lid=LSTBKPGG9ZGFY3NU7FVKRJ4CH&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_426&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGG9ZGFY3NU7FV.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Large 35 L Laptop Backpack Spacy Freeride Unisex Bag with rain cover Office/School/College/BusinessC-35L  (Multicolor),,191 ratings and 11 reviews,4 stars
['https://www.flipkart.com/wildcraft-colossal-40-l-backpack/p/itmfejkctzjuntmj?pid=BKPFEJKCDURQ2QMS&lid=LSTBKPFEJKCDURQ2QMSZPHPRD&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_427&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ8PSU8gZpCbuP5ZE5hhGzgt8VhK5jRXkXtUlRFXtHFR7Q%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],"Large 40 L Backpack Colossal  (Black, Orange)",,"19,050 ratings and 1,850 reviews",4.3 stars
['https://www.flipkart.com/american-tourister-twing-backpack-03-grey-30-l/p/itmfeqcpk6ge5nnk?pid=BKPFEQCPYQEZGWHZ&lid=LSTBKPFEQCPYQEZGWHZJH4WAR&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_428&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ-lul84kXdgWQ6hv3pdRDGoQ90esFIAsoW5t1RRcJcYsA%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],"Medium 30 L Backpack TWING BACKPACK 03 - GREY  (Grey, Black)",,"13,476 ratings and 1,396 reviews",4.1 stars
['https://www.flipkart.com/roadster-medium-daypack-23-l-backpack/p/itm139e5d1c7c44c?pid=BKPGFK5A7VK3HAZT&lid=LSTBKPGFK5A7VK3HAZT6QW42C&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_429&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGFK5A7VK3HAZT.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],"Medium 23 L Laptop Backpack Medium Daypack  (Black, Grey)",,"4,012 ratings and 275 reviews",4.1 stars
['https://www.flipkart.com/gear-maxpro-backpack-45-l/p/itma6c3a9c4dc7ad?pid=BKPGPUZNC5HZQCMA&lid=LSTBKPGPUZNC5HZQCMABHP0PH&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_430&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGPUZNC5HZQCMA.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Large 45 L Backpack MAXPRO BACKPACK  (Blue),,15 ratings and 1 reviews,3.9 stars
['https://www.flipkart.com/wildcraft-seek-30-l-backpack/p/itmf7av5garmyen9?pid=BKPF7AV5FYWZMRE5&lid=LSTBKPF7AV5FYWZMRE5EPMONF&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_431&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ9o3dm2dJpOZ9gGWZdK_ea80a8GT8oBzpSzcpzt872_6A%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Medium 30 L Backpack Seek  (Red),,"25,071 ratings and 2,764 reviews",4.3 stars
['https://www.flipkart.com/luhi-anti-theft-water-resistant-cross-body-bags-usb-charging-port-bag-phone-6-l-trolley-backpack/p/itm72c59caef662e?pid=BKPGRFZFRGRYQ2UF&lid=LSTBKPGRFZFRGRYQ2UFIB7O5O&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_432&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ84jv3cthyLq1XYGhtiCh7Fvd5pHOApaUweZW9dOmQcnw%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Small 6 L Laptop Backpack Anti-theft Water-Resistant Cross body Bags With USB Charging Port Bag Phone  (Brown),,16 ratings and 9 reviews,4.8 stars
['https://www.flipkart.com/gear-sunshine-backpack-35-l/p/itm0bca1f1df0f0e?pid=BKPGPUZGVK87BFB6&lid=LSTBKPGPUZGVK87BFB6Y47LLY&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_433&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGPUZGVK87BFB6.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Large 35 L Backpack SUNSHINE BACKPACK  (Multicolor),,,
['https://www.flipkart.com/gb-glorious-bags-backpack-laptop-backpack-anti-theft-faux-leather-30l-30-l/p/itm2ef830d01116f?pid=BKPGRWGFSM5RHJJY&lid=LSTBKPGRWGFSM5RHJJYOFA8BL&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_434&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGRWGFSM5RHJJY.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Medium 30 L Laptop Backpack Glorious Bags Backpack/ Laptop Backpack ANTI THEFT FAUX LEATHER 30L  (Black),,,
['https://www.flipkart.com/half-moon-bag-55-l-backpack/p/itm7f250c34ba579?pid=BKPGHAR9GKD2NPHC&lid=LSTBKPGHAR9GKD2NPHC59AV2D&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_435&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGHAR9GKD2NPHC.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],55 L Laptop Backpack bag  (Blue),,,
['https://www.flipkart.com/fast-look-travel-backpack-trekking-sport-camping-hiking-bag-rucksack-50-l/p/itm82ef1dfdc8416?pid=BKPGJ59MJXJKXQ6S&lid=LSTBKPGJ59MJXJKXQ6SPHMJD1&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_436&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGJ59MJXJKXQ6S.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Large 50 L Backpack Travel Backpack for Trekking Sport Camping Hiking Trekking Bag Rucksack 50 L  (Green),,10 ratings and 0 reviews,3.5 stars
['https://www.flipkart.com/skybags-lit-17l-daypack-blue-17-l-backpack/p/itm59a00fef8c2fb?pid=BKPGE5VQTNBN6VPX&lid=LSTBKPGE5VQTNBN6VPXQDW7TO&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_437&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ8e4fjuJ74A0z-D0V05cTthvR6PDMEpZbITFjFObG24qQ%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Small 17 L Backpack LIT 17L DAYPACK BLUE  (Blue),,"2,590 ratings and 154 reviews",4.3 stars
['https://www.flipkart.com/american-tourister-popin-casual-backpack-02-blue-32-l/p/itm129ce978f6b14?pid=BKPFHKMEGTKJHE9H&lid=LSTBKPFHKMEGTKJHE9HSVC2E4&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_438&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_C9Agz3dEzichblGrclYhAMfBrAyJvPeUbeB8EFuCfJ8fo9nhQTaUNeiy2HpI0Yxrie-HMIS9MtgmhnfZ13BeNw%3D%3D&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Large 32 L Backpack POPIN CASUAL BACKPACK 02 -BLUE  (Blue),,"6,900 ratings and 746 reviews",4.2 stars
['https://www.flipkart.com/leatherworld-unisex-stylish-cross-body-messenger-shoulder-bag-14-l-backpack/p/itmec00d0a10cf53?pid=BKPGFJD5SX2FGUMH&lid=LSTBKPGFJD5SX2FGUMHYTRQUZ&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_439&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGFJD5SX2FGUMH.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Small 14 L Backpack Unisex Stylish Cross Body Messenger Shoulder Bag  (Tan),,34 ratings and 3 reviews,4.2 stars
['https://www.flipkart.com/zadinga-business-bag-office-school-college-teens-students-waterproof-cap-35-l-backpack/p/itme2bce7815b032?pid=BKPGTPWWCV9KETCZ&lid=LSTBKPGTPWWCV9KETCZYRUYWP&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_11_440&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d6b0fa3a-ff9f-467e-b428-2b42a274206e.BKPGTPWWCV9KETCZ.SEARCH&ppt=None&ppn=None&ssid=t9dqy2q78g0000001697658408989&qH=404e218d27fee49e'],Large 35 L Laptop Backpack Business Bag for Office /School /College /Teens & Students Waterproof Bag & Cap  (Black),,,
['https://www.flipkart.com/american-tourister-fizz-sch-bag-32-5-l-backpack/p/itmf47g6n3mfwvsr?pid=BKPF47G66FUWZSZN&lid=LSTBKPF47G66FUWZSZNYRQICH&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_12_441&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_3TGfK8eHuchFxEsxc-fC9ZHgJ4N-C8lM5nSMzNm1pBJvQuoevWMDfdy8df_LNCgqA8AFqMDek1f0tUfvUvx3Mw%3D%3D&ppt=None&ppn=None&ssid=r6f9j4xqhc0000001697658436013&qH=404e218d27fee49e'],32.5 L Backpack Fizz Sch Bag  (Grey),,"1,26,498 ratings and 13,952 reviews",4.2 stars
['https://www.flipkart.com/skybags-brat-21-65-l-backpack/p/itm04aff3ff6fb19?pid=BKPGF764YQBHHGWJ&lid=LSTBKPGF764YQBHHGWJBUHHOK&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_12_442&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_3TGfK8eHuchFxEsxc-fC9ZHgJ4N-C8lM5nSMzNm1pBLv8LrAGtwnnCgHN_NkMUMZoWBwF1cwO2h_9AJxvBD-0g%3D%3D&ppt=None&ppn=None&ssid=r6f9j4xqhc0000001697658436013&qH=404e218d27fee49e'],21.65 L Backpack BRAT  (Black),,"36,732 ratings and 2,591 reviews",4.2 stars
['https://www.flipkart.com/playybags-small-12-l-backpack-bag-daily-use-2-compartment-mini/p/itm5831f58bb8d50?pid=BKPGTBGGYZ82WBBV&lid=LSTBKPGTBGGYZ82WBBVOJV4X8&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_12_443&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=ce9ebccc-93e1-4436-a910-0240a0e344fd.BKPGTBGGYZ82WBBV.SEARCH&ppt=None&ppn=None&ssid=r6f9j4xqhc0000001697658436013&qH=404e218d27fee49e'],Small 12 L Backpack Small 12 L Backpack Small Bag for Daily Use - 2 Compartment Mini Backpack  (Blue),,67 ratings and 5 reviews,3.3 stars
['https://www.flipkart.com/sky-sixt4-50-ltr-backpack-rucksack-mountain-trakking-bag-l-backpack/p/itm2792e38f18e91?pid=BKPGFN92ZEFZCH72&lid=LSTBKPGFN92ZEFZCH723FFT8Q&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_12_444&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=ce9ebccc-93e1-4436-a910-0240a0e344fd.BKPGFN92ZEFZCH72.SEARCH&ppt=None&ppn=None&ssid=r6f9j4xqhc0000001697658436013&qH=404e218d27fee49e'],Large 50 L Laptop Backpack 50 Ltr Backpack/Rucksack for Mountain trakking bag  (Blue),,597 ratings and 30 reviews,4.2 stars
