product_url,title,price,rating,Stars
['https://www.flipkart.com/wildcraft-stack-30-l-backpack/p/itmef2d609543104?pid=BKPGSFCDYKPVVK2U&lid=LSTBKPGSFCDYKPVVK2UUJEPD9&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_218&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYuNrqCbTRjAXAi54XCXI95BgZLeGVUZUsriIc---9WlSQ%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Medium 30 L Laptop Backpack Stack  (Red),,10 ratings and 0 reviews,4.4 stars
['https://www.flipkart.com/wrogn-spacy-bagpacks-school-college-daily-travel-30-l-backpack/p/itm49c66d1b6c576?pid=BKPGPED6YPUY9UKF&lid=LSTBKPGPED6YPUY9UKFJREB0J&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_219&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGPED6YPUY9UKF.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],"Medium 30 L Laptop Backpack SPACY BAGPACKS FOR SCHOOL,COLLEGE AND DAILY TRAVEL  (Red)",,544 ratings and 41 reviews,3.4 stars
['https://www.flipkart.com/skybags-lit-17l-daypack-grey-17-l-backpack/p/itm5db68c8dfb5a1?pid=BKPGE5VQARWUUX8H&lid=LSTBKPGE5VQARWUUX8H8CGIHB&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_220&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGE5VQARWUUX8H.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Small 17 L Backpack Lit 17L Daypack Grey  (Grey),,"2,293 ratings and 163 reviews",4.2 stars
['https://www.flipkart.com/american-tourister-wave-24l-fo2-0-00-001-24-l-backpack/p/itm72a8a91e23f30?pid=BKPGND2YYDP4GSNC&lid=LSTBKPGND2YYDP4GSNC2HSEVQ&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_221&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYtIxGVmhre5jJvPXTa6n4VsVKi-uAx6fO8sB52jOnMc8w%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Medium 24 L Backpack Wave 24L (FO2 (0) 00 001)  (Red),,360 ratings and 27 reviews,3.7 stars
['https://www.flipkart.com/skybags-brat-21-65-l-backpack/p/itma15144b840430?pid=BKPGF764YMNH4TGG&lid=LSTBKPGF764YMNH4TGGTIAS8L&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_222&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYvi2FpK5L2pVOJNUE50e9dh0ZwsEk-UnBJ8WWuUQrhnfg%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],21.65 L Backpack BRAT  (Blue),,"36,732 ratings and 2,591 reviews",4.2 stars
['https://www.flipkart.com/aristocrat-polyester-26l-marco-laptop-backpack-h-black-men-women-26-l/p/itmc9e2476fb4bf5?pid=BKPGJMU7CNFXVPCK&lid=LSTBKPGJMU7CNFXVPCKYWNEAF&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_223&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGJMU7CNFXVPCK.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Medium 26 L Laptop Backpack Polyester 26L Marco Laptop Backpack (H) Black For Men & Women  (Black),,164 ratings and 9 reviews,4.1 stars
['https://www.flipkart.com/adamson-small-20-l-backpack-travel-tuitions-gym/p/itm18b4fc002a33f?pid=BKPGCDNFFV629NW8&lid=LSTBKPGCDNFFV629NW8SKOXSB&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_224&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGCDNFFV629NW8.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Small 20 L Backpack small 20 L backpack travel backpack for tuitions gym  (Blue),,293 ratings and 12 reviews,3.7 stars
['https://www.flipkart.com/galaxy-craft-blue-color-design-five-zipper-backpack-40-l/p/itmca9c1f5abe4bc?pid=BKPGQTFVUTEKXDTF&lid=LSTBKPGQTFVUTEKXDTFYUMTXB&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_225&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGQTFVUTEKXDTF.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Large 40 L Laptop Backpack Blue Color Design Five Zipper Backpack  (Blue),,158 ratings and 17 reviews,4 stars
['https://www.flipkart.com/wildcraft-zeal-17-2159-l-backpack/p/itmf7av56sy5827s?pid=BKPF7AV5FD59V69G&lid=LSTBKPF7AV5FD59V69GA1RSGT&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_227&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYuGTTEqYrtQiNQGmTMMzv2fJrsjXt9zEfIlim-D3FHfvw%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],17.2159 L Backpack Zeal  (Grey),,"44,065 ratings and 5,975 reviews",4.4 stars
['https://www.flipkart.com/wildcraft-colossal-40-l-backpack/p/itmfejkctzjuntmj?pid=BKPFEJKCDURQ2QMS&lid=LSTBKPFEJKCDURQ2QMSZPHPRD&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_228&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYvpOJUyOc8zt8dMYjSbRKDd8VhK5jRXkXtUlRFXtHFR7Q%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],"Large 40 L Backpack Colossal  (Black, Orange)",,"19,050 ratings and 1,850 reviews",4.3 stars
['https://www.flipkart.com/wildcraft-unisex-brand-logo-backpack-31-l/p/itm366a9e649681a?pid=BKPFZZA6ZZVJRDTG&lid=LSTBKPFZZA6ZZVJRDTGQUCNMG&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_229&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPFZZA6ZZVJRDTG.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Large 31 L Backpack Unisex Brand Logo Backpack  (Blue),,5 ratings and 0 reviews,4 stars
['https://www.flipkart.com/gear-campus-8-backpack-24-l/p/itmf3umayj7nmyhr?pid=BKPEDYFQNWJ9EHZF&lid=LSTBKPEDYFQNWJ9EHZFPNATZF&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_230&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPEDYFQNWJ9EHZF.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Medium 24 L Backpack Campus 8 Backpack  (Grey),,"12,937 ratings and 1,684 reviews",4.1 stars
['https://www.flipkart.com/good-friends-1-main-compartment-daily-use-laptop-college-office-tuition-bag-men-women-22-l-backpack/p/itm4388a7ea1c736?pid=BKPGME8SGFY3FYVP&lid=LSTBKPGME8SGFY3FYVPWSNOI2&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_231&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYuKP677qAZVK9Au6UqL2HG8IHpzmnBoMcvWh2mvlWvCKQ%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Medium 22 L Backpack 1 Main Compartment Daily use Laptop/College/Office/Tuition Bag for Men & Women  (Multicolor),,94 ratings and 7 reviews,3.6 stars
['https://www.flipkart.com/luhi-anti-theft-water-resistant-cross-body-bags-usb-charging-port-bag-phone-6-l-trolley-backpack/p/itm72c59caef662e?pid=BKPGRFZFRGRYQ2UF&lid=LSTBKPGRFZFRGRYQ2UFIB7O5O&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_232&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYvFZU5oIXqacK-X-UZ0Z48Wvd5pHOApaUweZW9dOmQcnw%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Small 6 L Laptop Backpack Anti-theft Water-Resistant Cross body Bags With USB Charging Port Bag Phone  (Brown),,16 ratings and 9 reviews,4.8 stars
['https://www.flipkart.com/wrogn-compartment-premium-quality-office-college-school-laptop-bag-upto-16inch-40-l-backpack/p/itm83f2f555a0f68?pid=BKPGS8SNHK4VFRZC&q=bags&store=reh%2F4d7&srno=s_6_233&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGS8SNHK4VFRZC.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],"Large 40 L Laptop Backpack Compartment Premium Quality, Office/College/School Laptop Bag for upto 16”inch  (Black, Blue)",,"29,717 ratings and 2,024 reviews",3.9 stars
['https://www.flipkart.com/rich-town-midum-30-l-laptop-backpack-usb-port-water-resis-tant-30l-black/p/itmfe6897e7afc31?pid=BKPGHJR52ZGRZFQA&lid=LSTBKPGHJR52ZGRZFQA6KYEPU&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_234&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGHJR52ZGRZFQA.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Medium 30 L Laptop Backpack Midum 30 L Laptop Backpack With USB Port Water Resis tant 30L (Black)  (Grey),,90 ratings and 2 reviews,3.8 stars
['https://www.flipkart.com/roadster-large-historage-travel-office-school-38-l-backpack/p/itm3138dff7ced02?pid=BKPGFN4P8VKHRKZY&lid=LSTBKPGFN4P8VKHRKZY7CBI6H&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_235&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGFN4P8VKHRKZY.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],"Large 38 L Laptop Backpack Large Historage Travel / Office / School  (Blue, Grey)",,"5,157 ratings and 323 reviews",4.1 stars
['https://www.flipkart.com/northzone-college-school-office-casual-travel-backpack-15-6-laptop-compartment-32-l/p/itm134ec5d75a994?pid=BKPGKQQUHFJF2UZK&lid=LSTBKPGKQQUHFJF2UZKJO0MFW&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_236&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGKQQUHFJF2UZK.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],"Large 32 L Laptop Backpack College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment  (Blue)",,531 ratings and 42 reviews,4.2 stars
['https://www.flipkart.com/american-tourister-twing-backpack-03-grey-30-l/p/itmfeqcpk6ge5nnk?pid=BKPFEQCPYQEZGWHZ&lid=LSTBKPFEQCPYQEZGWHZJH4WAR&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_237&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYtqqU3U6ujmQMVAYvWTmt13Q90esFIAsoW5t1RRcJcYsA%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],"Medium 30 L Backpack TWING BACKPACK 03 - GREY  (Grey, Black)",,"13,476 ratings and 1,396 reviews",4.1 stars
['https://www.flipkart.com/wildcraft-seek-30-l-backpack/p/itmf7av5garmyen9?pid=BKPF7AV5FYWZMRE5&lid=LSTBKPF7AV5FYWZMRE5EPMONF&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_238&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_dG4S_sQiJ5d90ntfOfWfc7nFD3o1AND4V6UCTXhXzYv9i7x1DxMb23Cmoz4xe68P0a8GT8oBzpSzcpzt872_6A%3D%3D&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Medium 30 L Backpack Seek  (Red),,"25,071 ratings and 2,764 reviews",4.3 stars
['https://www.flipkart.com/aristocrat-polyester-32l-tiago-backpack-h-green-men-women-32-l/p/itmdb13bc8292788?pid=BKPGJNJRYQAGDCXU&lid=LSTBKPGJNJRYQAGDCXUM9TFZF&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_239&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGJNJRYQAGDCXU.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Large 32 L Backpack Polyester 32L Tiago Backpack (H) Green For Men & Women  (Green),,179 ratings and 14 reviews,4.3 stars
['https://www.flipkart.com/puma-ind-ll-19-l-backpack/p/itm67966f3de6b8a?pid=BKPGTFZBF7DZGQYZ&lid=LSTBKPGTFZBF7DZGQYZ7NEK2V&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_6_240&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=1e5d9bfa-103e-41d8-95d0-fa656426f9ba.BKPGTFZBF7DZGQYZ.SEARCH&ppt=None&ppn=None&ssid=ve02hqnhds0000001697658273900&qH=404e218d27fee49e'],Small 19 L Backpack IND ll  (Black),,4 ratings and 0 reviews,3.3 stars
['https://www.flipkart.com/american-tourister-fizz-sch-bag-32-5-l-backpack/p/itmf47g6n3mfwvsr?pid=BKPF47G66FUWZSZN&lid=LSTBKPF47G66FUWZSZNYRQICH&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_241&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_yEEr8-Pj1zIk7-KPfXkTNM-lDWSLiRuOCOtp7aw8NklMn3l5pQhtvnTsfegvMLl5A8AFqMDek1f0tUfvUvx3Mw%3D%3D&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],32.5 L Backpack Fizz Sch Bag  (Grey),,"1,26,498 ratings and 13,952 reviews",4.2 stars
['https://www.flipkart.com/skybags-brat-21-65-l-backpack/p/itm04aff3ff6fb19?pid=BKPGF764YQBHHGWJ&lid=LSTBKPGF764YQBHHGWJBUHHOK&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_242&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_yEEr8-Pj1zIk7-KPfXkTNM-lDWSLiRuOCOtp7aw8NkmAe4-23TWyj7dABxa3D7JGoWBwF1cwO2h_9AJxvBD-0g%3D%3D&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],21.65 L Backpack BRAT  (Black),,"36,732 ratings and 2,591 reviews",4.2 stars
['https://www.flipkart.com/tied-ribbons-laptop-bag-backpack-3-compartment-usb-charging-point-gray-20-l/p/itmffzz3kbsgga5w?pid=BKPFFZZ347HAN6C3&lid=LSTBKPFFZZ347HAN6C38ZJ3TX&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_243&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=4b6827c2-f950-459c-924f-c936008f7a74.BKPFFZZ347HAN6C3.SEARCH&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],Small 20 L Backpack Laptop Bag Backpack with 3 Compartment and USB Charging Point(Gray)  (Grey),,,
['https://www.flipkart.com/fashion-office-travel-college-waterproof-backpack-men-women-30-l/p/itmf0c98fb7b1863?pid=BKPGMASPX6CEFNGM&lid=LSTBKPGMASPX6CEFNGM2FHPK8&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_244&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=4b6827c2-f950-459c-924f-c936008f7a74.BKPGMASPX6CEFNGM.SEARCH&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],Medium 30 L Backpack for Office/Travel/College Waterproof Backpack for men and women  (Red),,28 ratings and 5 reviews,3 stars
['https://www.flipkart.com/rightchoice-2234-black-grey-white-stylish-tuff-quality-college-school-casual-bag-boy-girl-20-l-backpack/p/itmfdrjq2mvzyvc5?pid=BKPFDPY74NY4GHPW&lid=LSTBKPFDPY74NY4GHPWLWD7BW&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_245&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=4b6827c2-f950-459c-924f-c936008f7a74.BKPFDPY74NY4GHPW.SEARCH&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],"Small 20 L Backpack (2234) BLACK GREY WHITE stylish tuff quality college school casual bag boy & girl  (White, Black, Grey)",,"37,513 ratings and 3,874 reviews",4 stars
['https://www.flipkart.com/provogue-unisex-bag-rain-cover-laptop-office-school-college-business-35-5l-b-35-5-l-backpack/p/itmb8f5f8a2cb1f0?pid=BKPGF8YHCTZFJYAE&lid=LSTBKPGF8YHCTZFJYAEFV2VBX&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_246&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=4b6827c2-f950-459c-924f-c936008f7a74.BKPGF8YHCTZFJYAE.SEARCH&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],35.5 L Laptop Backpack Unisex bag with rain cover Laptop/Office/School/College/Business-35.5L-B  (Black),,963 ratings and 118 reviews,4.2 stars
['https://www.flipkart.com/american-tourister-bounce-28-l-backpack/p/itmce3a4708dcb4a?pid=BKPGJMG89HWB6PQP&lid=LSTBKPGJMG89HWB6PQPYPP1DK&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_247&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_yEEr8-Pj1zIk7-KPfXkTNM-lDWSLiRuOCOtp7aw8NknEvYuRhH6JhJkYO579ID_epoqKMXSAMdHcbXNoTp-3uw%3D%3D&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],Medium 28 L Backpack BOUNCE  (Black),,"1,493 ratings and 66 reviews",4.1 stars
['https://www.flipkart.com/markway-backpack-school-bag-college-bag-office-casual-waterproof-school-35-l-backpack/p/itm5828af7c8b677?pid=BKPGSFTZEGUZX9SC&lid=LSTBKPGSFTZEGUZX9SCDMRVTO&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_248&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_yEEr8-Pj1zIk7-KPfXkTNM-lDWSLiRuOCOtp7aw8NkmCuOSSMIhFj7VB80z31bsAmpmipnimmySYzOLpgZnkoQ%3D%3D&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],Large 35 L Backpack Backpack/School Bag/College Bag Office Casual Bag Waterproof School Bag  (Black),,333 ratings and 18 reviews,3.8 stars
['https://www.flipkart.com/zipline-big-storage-bags-men-casual-college-boys-girls-school-office-36-l-backpack/p/itmb9df07714aa9a?pid=BKPFK9C7EA43HJ3X&lid=LSTBKPFK9C7EA43HJ3XFVBTFY&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_249&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=4b6827c2-f950-459c-924f-c936008f7a74.BKPFK9C7EA43HJ3X.SEARCH&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],Large 36 L Backpack Big Storage bags men :: Casual college bags for boys and girls :: school bags :: Office Bags  (Grey),,"4,056 ratings and 439 reviews",4.2 stars
['https://www.flipkart.com/rightchoice-new-daily-use-unisex-typography-religion-backpacks-college-bags-2324-20-l-backpack/p/itma264cf5314fb2?pid=BKPGRUAKRVA2JXBW&lid=LSTBKPGRUAKRVA2JXBWNAPGRH&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_250&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=4b6827c2-f950-459c-924f-c936008f7a74.BKPGRUAKRVA2JXBW.SEARCH&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],Small 20 L Backpack New daily use unisex typography religion backpacks college bags (2324)  (Black),,,
['https://www.flipkart.com/american-tourister-fizz-sch-bag-32-5-l-backpack/p/itmf47hfzxb92zjj?pid=BKPF47HFGZGVQXSS&lid=LSTBKPF47HFGZGVQXSSRP4HB3&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_251&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_yEEr8-Pj1zIk7-KPfXkTNM-lDWSLiRuOCOtp7aw8Nkny347W8hiEORlmYYl5C_VPOG_Cgn3h8xsNXi7eN79qdw%3D%3D&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],32.5 L Backpack Fizz Sch Bag  (Blue),,"1,26,498 ratings and 13,952 reviews",4.2 stars
['https://www.flipkart.com/american-tourister-mist-sch-bag-32-5-l-backpack/p/itmf47g6rz3egcwf?pid=BKPF47G6EXJNYGVN&lid=LSTBKPF47G6EXJNYGVNRVJPYA&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_252&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_yEEr8-Pj1zIk7-KPfXkTNM-lDWSLiRuOCOtp7aw8Nkn2pDjF2vfDkOGOqHbyg56q2yYSRKd8NTXN7Vzs1kOqSg%3D%3D&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],32.5 L Backpack Mist Sch Bag  (Black),,"36,244 ratings and 4,003 reviews",4.2 stars
['https://www.flipkart.com/amicoleben-smart-bag-spacy-comfortable-4th-10th-class-casual-waterproof-school-30-l-trolley-backpack/p/itm22eb5a9de6312?pid=BKPGTKKGNNQJTGRZ&lid=LSTBKPGTKKGNNQJTGRZWMDMJ8&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_7_253&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=4b6827c2-f950-459c-924f-c936008f7a74.BKPGTKKGNNQJTGRZ.SEARCH&ppt=None&ppn=None&ssid=ab9wincbmo0000001697658305180&qH=404e218d27fee49e'],Medium 30 L Laptop Backpack Smart Bag Spacy Comfortable 4th to 10th class casual Waterproof School Bag  (Grey),,8 ratings and 0 reviews,3.8 stars
